10,100,10000,0.6,0.1,924.097,939.082,-1356.16,145.051
10,100,10000,0.6,0.1,923.098,936.085,-1356.48,144.857
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,144.191
10,100,10000,0.6,0.1,922.099,935.086,-1356.45,143.872
10,100,10000,0.6,0.1,927.094,941.08,-1355.39,144.549
10,100,10000,0.6,0.1,922.099,935.086,-1356.45,143.957
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,144.579
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,144.61
10,100,10000,0.6,0.1,924.097,938.083,-1356.4,144.079
10,100,10000,0.6,0.1,922.099,935.086,-1356.45,143.941
10,100,10000,0.6,0.1,924.097,938.083,-1356.4,145.125
10,100,10000,0.6,0.1,925.096,939.082,-1356.19,145.532
10,100,10000,0.6,0.1,916.104,926.095,-1352.02,145.856
10,100,10000,0.6,0.1,921.1,934.087,-1356.29,145.459
10,100,10000,0.6,0.1,917.104,931.09,-1355.05,145.167
10,100,10000,0.6,0.1,921.1,934.087,-1356.29,144.124
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,145.202
10,100,10000,0.6,0.1,921.1,934.087,-1356.29,143.833
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,145.97
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,144.847
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,145.612
10,100,10000,0.6,0.1,922.099,935.086,-1356.45,146.163
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,146.664
10,100,10000,0.6,0.1,927.094,943.078,-1354.7,143.954
10,100,10000,0.6,0.1,922.099,935.086,-1356.45,144.931
10,100,10000,0.6,0.1,927.094,941.08,-1355.39,145.422
10,100,10000,0.6,0.1,923.098,936.085,-1356.48,144.502
10,100,10000,0.6,0.1,922.099,937.084,-1356.2,146.206
10,100,10000,0.6,0.1,921.1,934.087,-1356.29,145.038
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,143.696
10,100,10000,0.6,0.1,924.097,938.083,-1356.4,145.525
10,100,10000,0.6,0.1,921.1,934.087,-1356.29,144.631
10,100,10000,0.6,0.1,922.099,934.087,-1356.2,144.478
10,100,10000,0.6,0.1,921.1,934.087,-1356.29,145.328
10,100,10000,0.6,0.1,923.098,936.085,-1356.48,144.829
10,100,10000,0.6,0.1,921.1,934.087,-1356.29,144.902
10,100,10000,0.6,0.1,922.099,935.086,-1356.45,146.555
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,144.524
10,100,10000,0.6,0.1,918.103,930.091,-1354.82,146.117
10,100,10000,0.6,0.1,921.1,934.087,-1356.29,146.521
10,100,10000,0.6,0.1,927.094,943.078,-1354.7,147.589
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,145.423
10,100,10000,0.6,0.1,923.098,937.084,-1356.48,146.776
10,100,10000,0.6,0.1,923.098,936.085,-1356.48,145.158
10,100,10000,0.6,0.1,921.1,934.087,-1356.29,145.313
