10,15,0.1,0.1,0.1,0.1,0.293022,248.435
10,25,0.1,0.1,0.1,0.1,0.488293,408.496
10,35,0.1,0.1,0.1,0.1,0.251139,564.234
10,45,0.1,0.1,0.1,0.1,0.418663,740.629
10,55,0.1,0.1,0.1,0.1,0.381987,888.096
15,15,0.1,0.1,0.1,0.1,0.250314,359.203
15,25,0.1,0.1,0.1,0.1,0.25,610.556
15,35,0.1,0.1,0.1,0.1,0.436139,898.556
15,45,0.1,0.1,0.1,0.1,0.249997,1110.12
15,55,0.1,0.1,0.1,0.1,0.341821,1370.58
20,15,0.1,0.1,0.1,0.1,0.468874,483.43
20,25,0.1,0.1,0.1,0.1,0.35163,803.727
20,35,0.1,0.1,0.1,0.1,0.487205,1154.26
20,45,0.1,0.1,0.1,0.1,0.499924,1480.44
20,55,0.1,0.1,0.1,0.1,0.464596,1819.83
25,15,0.1,0.1,0.1,0.1,0.274289,617.038
25,25,0.1,0.1,0.1,0.1,0.252534,1050.46
25,35,0.1,0.1,0.1,0.1,0.360765,1495.34
25,45,0.1,0.1,0.1,0.1,0.25368,1979.83
25,55,0.1,0.1,0.1,0.1,0.329616,2346.9
30,15,0.1,0.1,0.1,0.1,0.250205,761.978
30,25,0.1,0.1,0.1,0.1,0.486176,1246.32
30,35,0.1,0.1,0.1,0.1,0.2503,1716.52
30,45,0.1,0.1,0.1,0.1,0.396392,2185.42
30,55,0.1,0.1,0.1,0.1,0.479001,2645.85
10,15,0.1,0.1,0.1,0.2,0.420682,246.049
10,25,0.1,0.1,0.1,0.2,0.348679,406.374
10,35,0.1,0.1,0.1,0.2,0.277216,571.23
10,45,0.1,0.1,0.1,0.2,0.370477,730.282
10,55,0.1,0.1,0.1,0.2,0.262659,945.455
15,15,0.1,0.1,0.1,0.2,0.314839,372.259
15,25,0.1,0.1,0.1,0.2,0.26103,645.408
15,35,0.1,0.1,0.1,0.2,0.295577,883.253
15,45,0.1,0.1,0.1,0.2,0.447732,1142.64
15,55,0.1,0.1,0.1,0.2,0.251031,1363.14
20,15,0.1,0.1,0.1,0.2,0.483228,506.843
20,25,0.1,0.1,0.1,0.2,0.394057,841.272
20,35,0.1,0.1,0.1,0.2,0.33362,1169.39
20,45,0.1,0.1,0.1,0.2,0.250869,1509.4
20,55,0.1,0.1,0.1,0.2,0.496964,1792.55
25,15,0.1,0.1,0.1,0.2,0.368483,609.156
25,25,0.1,0.1,0.1,0.2,0.301757,1035.36
25,35,0.1,0.1,0.1,0.2,0.450337,1447.24
25,45,0.1,0.1,0.1,0.2,0.262573,1832.23
25,55,0.1,0.1,0.1,0.2,0.417983,2246.49
30,15,0.1,0.1,0.1,0.2,0.486685,729.182
30,25,0.1,0.1,0.1,0.2,0.250114,1206.37
30,35,0.1,0.1,0.1,0.2,0.493763,1690.79
30,45,0.1,0.1,0.1,0.2,0.25398,2181.06
30,55,0.1,0.1,0.1,0.2,0.254302,2658.25
10,15,0.1,0.1,0.1,0.3,0.252459,246.908
10,25,0.1,0.1,0.1,0.3,0.353452,402.906
10,35,0.1,0.1,0.1,0.3,0.256523,567.177
10,45,0.1,0.1,0.1,0.3,0.499998,726.787
10,55,0.1,0.1,0.1,0.3,0.252559,882.845
15,15,0.1,0.1,0.1,0.3,0.48598,362.86
15,25,0.1,0.1,0.1,0.3,0.261197,598.609
15,35,0.1,0.1,0.1,0.3,0.261374,837.133
15,45,0.1,0.1,0.1,0.3,0.499989,1082.43
15,55,0.1,0.1,0.1,0.3,0.269171,1313.42
20,15,0.1,0.1,0.1,0.3,0.499821,480.565
20,25,0.1,0.1,0.1,0.3,0.27102,798.858
20,35,0.1,0.1,0.1,0.3,0.317464,1120.54
20,45,0.1,0.1,0.1,0.3,0.333024,1433
20,55,0.1,0.1,0.1,0.3,0.494296,1757.17
25,15,0.1,0.1,0.1,0.3,0.499651,599.907
25,25,0.1,0.1,0.1,0.3,0.257759,992.688
25,35,0.1,0.1,0.1,0.3,0.253223,1391.89
25,45,0.1,0.1,0.1,0.3,0.293541,1781.79
25,55,0.1,0.1,0.1,0.3,0.249814,2181.84
30,15,0.1,0.1,0.1,0.3,0.326502,720.256
30,25,0.1,0.1,0.1,0.3,0.264565,1182.53
30,35,0.1,0.1,0.1,0.3,0.478349,1664.46
30,45,0.1,0.1,0.1,0.3,0.300133,2166.4
30,55,0.1,0.1,0.1,0.3,0.253434,2652.9
10,15,0.1,0.1,0.1,0.4,0.403873,248.513
10,25,0.1,0.1,0.1,0.4,0.46877,412.201
10,35,0.1,0.1,0.1,0.4,0.250917,579.646
10,45,0.1,0.1,0.1,0.4,0.498763,734.571
10,55,0.1,0.1,0.1,0.4,0.497856,908.665
15,15,0.1,0.1,0.1,0.4,0.495237,377.932
15,25,0.1,0.1,0.1,0.4,0.477762,605.512
15,35,0.1,0.1,0.1,0.4,0.253891,853.33
15,45,0.1,0.1,0.1,0.4,0.469276,1076.67
15,55,0.1,0.1,0.1,0.4,0.497395,1319.8
20,15,0.1,0.1,0.1,0.4,0.32785,472.554
20,25,0.1,0.1,0.1,0.4,0.249999,801.815
20,35,0.1,0.1,0.1,0.4,0.466437,1107.2
20,45,0.1,0.1,0.1,0.4,0.253132,1423.91
20,55,0.1,0.1,0.1,0.4,0.497854,1752.88
25,15,0.1,0.1,0.1,0.4,0.27866,629.833
25,25,0.1,0.1,0.1,0.4,0.437435,1031.49
25,35,0.1,0.1,0.1,0.4,0.267345,1456.82
25,45,0.1,0.1,0.1,0.4,0.252843,1803.02
25,55,0.1,0.1,0.1,0.4,0.383454,2206.94
30,15,0.1,0.1,0.1,0.4,0.368326,720.722
30,25,0.1,0.1,0.1,0.4,0.365147,1219.42
30,35,0.1,0.1,0.1,0.4,0.283757,1697.74
